carat,cut,color,clarity,depth,table,price
"(-0.536, 0.538]",3.0,2.0,5.0,62.6,4.060443010546419,2803.0
"(-0.536, 0.538]",3.0,2.0,5.0,58.0,4.127134385045092,2803.0
"(-0.536, 0.538]",3.0,3.0,4.0,62.4,4.110873864173311,2803.0
"(-0.536, 0.538]",3.0,3.0,5.0,61.3,4.04305126783455,2803.0
"(-0.536, 0.538]",3.0,3.0,5.0,59.9,4.0943445622221,2803.0
"(-0.536, 0.538]",3.0,3.0,5.0,60.8,4.060443010546419,2803.0
"(-0.536, 0.538]",4.0,3.0,4.0,63.5,4.007333185232471,2803.0
"(-0.536, 0.538]",2.0,0.0,3.0,62.2,4.04305126783455,2803.0
"(-0.536, 0.538]",4.0,1.0,5.0,63.8,4.060443010546419,2804.0
"(-0.536, 0.538]",4.0,1.0,5.0,64.0,4.04305126783455,2804.0
"(-0.536, 0.538]",4.0,1.0,3.0,62.5,4.02535169073515,2804.0
"(-0.536, 0.538]",4.0,0.0,2.0,62.3,4.060443010546419,2804.0
"(-0.536, 0.538]",2.0,2.0,4.0,61.7,4.04305126783455,2804.0
"(-0.536, 0.538]",4.0,2.0,4.0,62.2,4.060443010546419,2804.0
"(-0.536, 0.538]",2.0,4.0,5.0,61.5,4.02535169073515,2804.0
"(-0.536, 0.538]",2.0,0.0,2.0,61.0,4.07753744390572,2804.0
"(-0.536, 0.538]",2.0,0.0,2.0,62.2,4.02535169073515,2804.0
"(-0.536, 0.538]",2.0,0.0,2.0,61.5,3.9889840465642745,2804.0
"(-0.536, 0.538]",0.0,5.0,2.0,67.3,4.07753744390572,2804.0
"(-0.536, 0.538]",3.0,2.0,5.0,61.7,4.060443010546419,2805.0
"(-0.536, 0.538]",3.0,2.0,5.0,61.9,4.02535169073515,2805.0
"(-0.536, 0.538]",2.0,1.0,3.0,61.8,4.060443010546419,2805.0
"(-1.613, -0.536]",0.0,1.0,6.0,58.7,4.189654742026425,2805.0
"(-0.536, 0.538]",3.0,2.0,5.0,62.5,4.04305126783455,2805.0
"(-0.536, 0.538]",2.0,3.0,5.0,62.8,4.02535169073515,2805.0
"(-0.536, 0.538]",0.0,2.0,5.0,61.1,4.219507705176107,2805.0
"(-0.536, 0.538]",1.0,3.0,5.0,64.0,4.04305126783455,2805.0
"(-0.536, 0.538]",4.0,3.0,2.0,62.5,4.0943445622221,2806.0
"(-0.536, 0.538]",4.0,4.0,6.0,60.6,4.060443010546419,2806.0
"(-0.536, 0.538]",2.0,2.0,2.0,61.6,4.007333185232471,2806.0
"(-0.536, 0.538]",4.0,2.0,4.0,61.37324579228361,4.060443010546419,2807.0
"(-0.536, 0.538]",4.0,2.0,4.0,60.0,4.04305126783455,2807.0
"(-0.536, 0.538]",3.0,6.0,3.0,61.9,4.04305126783455,2807.0
"(-0.536, 0.538]",4.0,4.0,5.0,62.8,4.04305126783455,2808.0
"(-0.536, 0.538]",4.0,2.0,4.0,62.0,4.04305126783455,2808.0
"(-0.536, 0.538]",0.0,3.0,0.0,66.4,4.07753744390572,2808.0
"(-0.536, 0.538]",4.0,3.0,5.0,63.4,4.02535169073515,2808.0
"(-1.613, -0.536]",2.0,1.0,7.0,60.9,4.02535169073515,2808.0
"(-0.536, 0.538]",4.0,0.0,2.0,63.1,4.04305126783455,2808.0
"(-0.536, 0.538]",4.0,2.0,2.0,63.1,4.07753744390572,2809.0
"(-0.536, 0.538]",3.0,0.0,3.0,59.2,4.04305126783455,2809.0
"(-0.536, 0.538]",3.0,2.0,2.0,60.7,3.9889840465642745,2809.0
"(-0.536, 0.538]",0.0,2.0,0.0,64.6,4.02535169073515,2809.0
"(-0.536, 0.538]",4.0,2.0,4.0,61.8,4.02535169073515,2810.0
"(-0.536, 0.538]",4.0,2.0,4.0,59.9,4.0943445622221,2810.0
"(-0.536, 0.538]",2.0,0.0,3.0,61.7,4.007333185232471,2810.0
"(-0.536, 0.538]",1.0,2.0,4.0,62.8,4.110873864173311,2810.0
"(-0.536, 0.538]",1.0,3.0,2.0,62.7,4.04305126783455,2810.0
"(-0.536, 0.538]",4.0,2.0,2.0,63.4,4.060443010546419,2811.0
"(-0.536, 0.538]",4.0,0.0,2.0,63.5,3.9889840465642745,2811.0
"(-0.536, 0.538]",0.0,6.0,5.0,65.7,4.07753744390572,2811.0
"(-0.536, 0.538]",0.0,5.0,3.0,68.1,4.02535169073515,2811.0
"(-0.536, 0.538]",4.0,3.0,4.0,63.0,4.0943445622221,2812.0
"(-0.536, 0.538]",4.0,2.0,5.0,59.5,4.060443010546419,2812.0
"(-0.536, 0.538]",1.0,1.0,2.0,63.5,4.07753744390572,2812.0
"(-0.536, 0.538]",4.0,2.0,5.0,61.7,4.060443010546419,2812.0
"(-1.613, -0.536]",3.0,5.0,2.0,62.7,4.060443010546419,554.0
"(-1.613, -0.536]",3.0,5.0,2.0,62.8,4.060443010546419,554.0
"(-1.613, -0.536]",2.0,5.0,2.0,62.4,4.04305126783455,554.0
"(-1.613, -0.536]",3.0,5.0,2.0,61.0,4.07753744390572,554.0
"(-1.613, -0.536]",4.0,5.0,2.0,63.1,4.02535169073515,554.0
"(-1.613, -0.536]",2.0,5.0,2.0,60.7,4.04305126783455,554.0
"(-1.613, -0.536]",3.0,4.0,2.0,60.9,4.07753744390572,554.0
"(-1.613, -0.536]",3.0,4.0,2.0,60.1,4.007333185232471,554.0
"(-1.613, -0.536]",3.0,4.0,2.0,62.9,4.060443010546419,554.0
"(-1.613, -0.536]",4.0,4.0,2.0,63.3,4.02535169073515,554.0
"(-1.613, -0.536]",1.0,4.0,2.0,63.8,4.007333185232471,554.0
"(-1.613, -0.536]",2.0,4.0,2.0,62.9,4.04305126783455,554.0
"(-1.613, -0.536]",4.0,4.0,2.0,63.4,4.0943445622221,554.0
"(-1.613, -0.536]",1.0,5.0,2.0,63.9,4.007333185232471,554.0
"(-1.613, -0.536]",2.0,4.0,3.0,61.4,4.02535169073515,554.0
"(-1.613, -0.536]",4.0,1.0,4.0,61.9,4.007333185232471,555.0
"(-1.613, -0.536]",4.0,1.0,4.0,62.4,4.007333185232471,555.0
"(-1.613, -0.536]",4.0,2.0,2.0,61.8,4.060443010546419,555.0
"(-1.613, -0.536]",2.0,4.0,5.0,61.998724804701396,4.02535169073515,555.0
"(-1.613, -0.536]",2.0,4.0,5.0,60.4,4.04305126783455,555.0
"(-1.613, -0.536]",2.0,5.0,4.0,61.8,4.007333185232471,555.0
"(-1.613, -0.536]",2.0,5.0,4.0,62.0,4.02535169073515,555.0
"(-1.613, -0.536]",2.0,3.0,4.0,62.3,4.02535169073515,555.0
"(-1.613, -0.536]",2.0,2.0,4.0,61.6,4.02535169073515,555.0
"(-1.613, -0.536]",2.0,3.0,2.0,60.6,4.02535169073515,555.0
"(-1.613, -0.536]",4.0,1.0,0.0,58.4,4.127134385045092,555.0
"(-1.613, -0.536]",4.0,2.0,5.0,61.4,4.060443010546419,556.0
"(-1.613, -0.536]",2.0,5.0,5.0,61.9,4.02535169073515,556.0
"(-1.613, -0.536]",2.0,3.0,5.0,62.0,4.02535169073515,556.0
"(-1.613, -0.536]",2.0,1.0,4.0,61.5,4.04305126783455,556.0
"(-0.536, 0.538]",4.0,2.0,5.0,62.3,4.060443010546419,2812.0
"(-0.536, 0.538]",4.0,2.0,5.0,60.9,4.110873864173311,2812.0
"(-0.536, 0.538]",2.0,0.0,2.0,62.4,4.04305126783455,2812.0
"(-0.536, 0.538]",0.0,6.0,2.0,55.0,4.110873864173311,2812.0
"(-0.536, 0.538]",3.0,1.0,5.0,58.6,4.0943445622221,2812.0
"(-1.613, -0.536]",2.0,2.0,6.0,62.0,4.04305126783455,2812.0
"(-0.536, 0.538]",3.0,3.0,3.0,59.8,4.060443010546419,2813.0
"(-0.536, 0.538]",4.0,1.0,2.0,63.4,4.007333185232471,2813.0
"(-0.536, 0.538]",1.0,5.0,5.0,64.3,4.060443010546419,2813.0
"(-0.536, 0.538]",3.0,1.0,2.0,62.2,4.07753744390572,2814.0
"(-0.536, 0.538]",2.0,1.0,2.0,61.7,4.04305126783455,2814.0
"(-0.536, 0.538]",3.0,1.0,2.0,61.1,4.07753744390572,2814.0
"(-1.613, -0.536]",4.0,0.0,6.0,61.5,4.02535169073515,2815.0
"(-0.536, 0.538]",4.0,2.0,3.0,58.5,4.127134385045092,2815.0
"(-0.536, 0.538]",3.0,3.0,4.0,61.7,4.060443010546419,2815.0
"(-0.536, 0.538]",2.0,4.0,2.0,60.4,4.02535169073515,2815.0
"(-0.536, 0.538]",2.0,4.0,2.0,61.4,4.02535169073515,2815.0
"(-0.536, 0.538]",2.0,4.0,2.0,61.5,4.007333185232471,2815.0
"(-0.536, 0.538]",2.0,4.0,2.0,61.4,4.02535169073515,2815.0
"(-0.536, 0.538]",0.0,6.0,5.0,65.0,4.02535169073515,2815.0
"(-0.536, 0.538]",0.0,2.0,3.0,56.0,4.0943445622221,2815.0
"(-0.536, 0.538]",3.0,4.0,3.0,60.2,4.07753744390572,2815.0
"(-0.536, 0.538]",3.0,1.0,5.0,58.3,4.060443010546419,2815.0
"(-0.536, 0.538]",0.0,1.0,3.0,53.1,4.143134726391533,2815.0
"(-0.536, 0.538]",3.0,3.0,0.0,60.3,4.060443010546419,2815.0
"(-0.536, 0.538]",4.0,5.0,7.0,61.4,4.02535169073515,2816.0
"(-0.536, 0.538]",2.0,3.0,7.0,60.1,4.04305126783455,2816.0
"(-0.536, 0.538]",1.0,0.0,4.0,63.4,4.007333185232471,2816.0
"(-0.536, 0.538]",3.0,2.0,2.0,61.5,4.07753744390572,2816.0
"(-0.536, 0.538]",2.0,4.0,3.0,62.7,4.02535169073515,2816.0
"(-0.536, 0.538]",2.0,4.0,2.0,62.5,4.007333185232471,2816.0
"(-0.536, 0.538]",3.0,1.0,2.0,61.3,4.02535169073515,2817.0
"(-0.536, 0.538]",2.0,5.0,7.0,60.2,4.02535169073515,2817.0
"(-0.536, 0.538]",2.0,1.0,5.0,62.7,4.04305126783455,2817.0
"(-0.536, 0.538]",3.0,1.0,5.0,62.3,4.060443010546419,2817.0
"(-0.536, 0.538]",2.0,2.0,7.0,61.5,4.02535169073515,2817.0
"(-0.536, 0.538]",3.0,1.0,2.0,59.2,4.07753744390572,2817.0
"(-0.536, 0.538]",3.0,1.0,2.0,61.8,4.07753744390572,2817.0
"(-0.536, 0.538]",2.0,1.0,2.0,61.3,4.007333185232471,2817.0
"(-0.536, 0.538]",3.0,1.0,2.0,61.4,4.060443010546419,2817.0
"(-0.536, 0.538]",2.0,6.0,5.0,62.8,4.007333185232471,2817.0
"(-0.536, 0.538]",1.0,1.0,2.0,62.8,4.1588830833596715,2817.0
"(-0.536, 0.538]",3.0,1.0,5.0,62.4,4.110873864173311,2818.0
"(-0.536, 0.538]",3.0,1.0,5.0,59.3,4.0943445622221,2818.0
"(-0.536, 0.538]",3.0,1.0,5.0,61.14959872495639,4.0943445622221,2818.0
"(-0.536, 0.538]",3.0,4.0,0.0,61.3,4.0943445622221,2818.0
"(-0.536, 0.538]",3.0,2.0,3.0,59.3,4.127134385045092,2818.0
"(-0.536, 0.538]",2.0,4.0,2.0,61.0,4.04305126783455,2818.0
"(-0.536, 0.538]",2.0,1.0,4.0,62.9,4.04305126783455,2818.0
"(-0.536, 0.538]",3.0,1.0,4.0,59.6,4.04305126783455,2818.0
"(-0.536, 0.538]",3.0,2.0,5.0,61.8,4.0943445622221,2818.0
"(-0.536, 0.538]",3.0,1.0,4.0,62.7,4.04305126783455,2818.0
"(-0.536, 0.538]",0.0,4.0,3.0,65.3,4.127134385045092,2818.0
"(-0.536, 0.538]",4.0,3.0,4.0,63.8,4.060443010546419,2819.0
"(-0.536, 0.538]",2.0,4.0,4.0,62.3,4.02535169073515,2819.0
"(-0.536, 0.538]",1.0,2.0,4.0,59.7,4.143134726391533,2819.0
"(-0.536, 0.538]",1.0,2.0,3.0,64.3,4.0943445622221,2819.0
"(-0.536, 0.538]",2.0,3.0,4.0,62.9,4.060443010546419,2820.0
"(-0.536, 0.538]",2.0,1.0,2.0,62.0,4.04305126783455,2821.0
"(-0.536, 0.538]",3.0,1.0,5.0,61.6,4.07753744390572,2821.0
"(-1.613, -0.536]",2.0,1.0,6.0,61.9,4.007333185232471,2821.0
"(-0.536, 0.538]",3.0,1.0,2.0,61.3,4.060443010546419,2821.0
"(-0.536, 0.538]",1.0,1.0,2.0,63.6,4.04305126783455,2821.0
"(-0.536, 0.538]",3.0,1.0,2.0,59.6,4.110873864173311,2821.0
"(-0.536, 0.538]",3.0,1.0,2.0,62.2,4.07753744390572,2821.0
"(-0.536, 0.538]",3.0,0.0,2.0,61.7,4.007333185232471,2821.0
"(-0.536, 0.538]",4.0,1.0,2.0,63.2,4.060443010546419,2821.0
"(-0.536, 0.538]",3.0,1.0,4.0,60.8,4.0943445622221,2822.0
"(-0.536, 0.538]",3.0,1.0,5.0,60.3,4.07753744390572,2822.0
"(-0.536, 0.538]",3.0,1.0,5.0,60.9,4.0943445622221,2822.0
"(-0.536, 0.538]",3.0,1.0,5.0,62.4,4.07753744390572,2822.0
"(-0.536, 0.538]",3.0,1.0,5.0,60.2,4.0943445622221,2822.0
"(-0.536, 0.538]",2.0,2.0,7.0,62.0,4.007333185232471,2822.0
"(-0.536, 0.538]",2.0,5.0,6.0,60.8,4.04305126783455,2822.0
"(-0.536, 0.538]",2.0,2.0,2.0,62.1,4.007333185232471,2822.0
"(-0.536, 0.538]",3.0,0.0,2.0,62.7,4.0943445622221,2822.0
"(-0.536, 0.538]",3.0,0.0,2.0,61.3,4.060443010546419,2822.0
"(-0.536, 0.538]",3.0,0.0,2.0,60.2,4.0943445622221,2822.0
"(-0.536, 0.538]",2.0,0.0,2.0,60.7,4.02535169073515,2822.0
"(-0.536, 0.538]",1.0,6.0,5.0,64.0,4.110873864173311,2822.0
"(-0.536, 0.538]",2.0,0.0,2.0,60.2,4.02535169073515,2822.0
"(-0.536, 0.538]",3.0,1.0,5.0,61.5,4.07753744390572,2822.0
"(-0.536, 0.538]",3.0,1.0,5.0,62.6,4.02535169073515,2822.0
"(-0.536, 0.538]",2.0,0.0,2.0,59.7,4.060443010546419,2822.0
"(-0.536, 0.538]",1.0,1.0,2.0,61.4,4.1588830833596715,2822.0
"(-0.536, 0.538]",2.0,0.0,2.0,62.5,4.04305126783455,2822.0
"(-0.536, 0.538]",2.0,0.0,2.0,61.8,4.02535169073515,2822.0
"(-0.536, 0.538]",3.0,1.0,5.0,60.7,4.127134385045092,2822.0
"(-0.536, 0.538]",3.0,2.0,5.0,60.6,4.060443010546419,2822.0
"(-0.536, 0.538]",2.0,0.0,2.0,61.4,3.9889840465642745,2822.0
"(-0.536, 0.538]",4.0,0.0,3.0,62.8,4.07753744390572,2823.0
"(-0.536, 0.538]",1.0,5.0,2.0,63.8,4.04305126783455,2823.0
"(-0.536, 0.538]",3.0,1.0,5.0,62.3,4.060443010546419,2823.0
"(-0.536, 0.538]",2.0,1.0,7.0,61.3,3.9889840465642745,2823.0
"(-0.536, 0.538]",0.0,4.0,3.0,65.8,3.9889840465642745,2823.0
"(-0.536, 0.538]",2.0,1.0,2.0,60.5,4.02535169073515,2823.0
"(-0.536, 0.538]",3.0,0.0,5.0,61.2,4.07753744390572,2824.0
"(-0.536, 0.538]",2.0,5.0,7.0,62.1,4.04305126783455,2824.0
"(-0.536, 0.538]",1.0,1.0,4.0,63.1,4.060443010546419,2824.0
"(-0.536, 0.538]",2.0,2.0,3.0,62.4,3.9889840465642745,2824.0
"(-0.536, 0.538]",3.0,1.0,3.0,60.8,4.0943445622221,2824.0
"(-0.536, 0.538]",3.0,3.0,4.0,62.2,4.07753744390572,2825.0
"(-0.536, 0.538]",3.0,4.0,2.0,61.5463380136018,4.07753744390572,2825.0
"(-0.536, 0.538]",4.0,3.0,4.0,62.0,4.04305126783455,2825.0
"(-0.536, 0.538]",3.0,4.0,2.0,62.5,4.07753744390572,2825.0
"(-0.536, 0.538]",3.0,6.0,0.0,60.2,4.110873864173311,2825.0
"(-0.536, 0.538]",0.0,4.0,3.0,61.3,4.204692619390966,2825.0
"(-0.536, 0.538]",3.0,1.0,4.0,62.6,4.0943445622221,2826.0
"(-0.536, 0.538]",1.0,1.0,4.0,57.2,4.07753744390572,2826.0
"(-0.536, 0.538]",3.0,5.0,3.0,62.2,4.07753744390572,2826.0
"(-0.536, 0.538]",3.0,1.0,4.0,62.2,4.060443010546419,2826.0
"(-0.536, 0.538]",4.0,0.0,5.0,63.3,4.02535169073515,2826.0
"(-0.536, 0.538]",3.0,1.0,4.0,59.4,4.110873864173311,2826.0
"(-0.536, 0.538]",4.0,5.0,3.0,63.5,4.02535169073515,2826.0
"(-0.536, 0.538]",3.0,2.0,2.0,60.8,4.0943445622221,2826.0
"(-0.536, 0.538]",2.0,2.0,0.0,60.7,4.007333185232471,2826.0
"(-0.536, 0.538]",4.0,0.0,2.0,62.3,4.07753744390572,2827.0
"(-0.536, 0.538]",1.0,0.0,5.0,64.0,3.9889840465642745,2827.0
"(-0.536, 0.538]",3.0,4.0,7.0,62.6,4.060443010546419,2827.0
"(-0.536, 0.538]",2.0,4.0,6.0,61.6,4.04305126783455,2827.0
"(-0.536, 0.538]",2.0,4.0,6.0,62.3,4.007333185232471,2827.0
"(-0.536, 0.538]",2.0,0.0,3.0,60.6,4.04305126783455,2828.0
"(-0.536, 0.538]",3.0,4.0,3.0,61.6,4.110873864173311,2828.0
"(-0.536, 0.538]",3.0,2.0,4.0,62.2,4.060443010546419,2829.0
"(-0.536, 0.538]",1.0,1.0,3.0,63.7,3.9889840465642745,2829.0
"(-0.536, 0.538]",2.0,1.0,6.0,62.0,4.02535169073515,2829.0
"(-0.536, 0.538]",2.0,2.0,4.0,61.7,4.04305126783455,2829.0
"(-0.536, 0.538]",3.0,1.0,3.0,61.9,4.04305126783455,2829.0
"(-0.536, 0.538]",3.0,1.0,3.0,60.2,4.04305126783455,2829.0
"(-0.536, 0.538]",4.0,1.0,5.0,62.7,4.07753744390572,2830.0
"(-0.536, 0.538]",4.0,4.0,2.0,61.7,4.02535169073515,2830.0
"(-0.536, 0.538]",2.0,2.0,0.0,60.7,4.02535169073515,2830.0
"(-1.613, -0.536]",2.0,2.0,6.0,60.9,4.04305126783455,2830.0
"(-1.613, -0.536]",2.0,2.0,6.0,61.8,4.04305126783455,2830.0
"(-0.536, 0.538]",2.0,5.0,5.0,62.1,3.996364153861897,2830.0
"(-0.536, 0.538]",3.0,3.0,2.0,60.6,4.127134385045092,2830.0
"(-0.536, 0.538]",4.0,1.0,3.0,60.8,4.0943445622221,2831.0
"(-0.536, 0.538]",2.0,1.0,2.0,62.3,4.04305126783455,2831.0
"(-0.536, 0.538]",2.0,1.0,2.0,61.4,4.04305126783455,2831.0
"(-0.536, 0.538]",3.0,1.0,2.0,62.1,4.060443010546419,2831.0
"(-0.536, 0.538]",2.0,3.0,2.0,61.8,4.02535169073515,2831.0
"(-0.536, 0.538]",4.0,2.0,5.0,62.5,4.060443010546419,2832.0
"(-0.536, 0.538]",4.0,5.0,3.0,62.8,4.110873864173311,2832.0
"(-0.536, 0.538]",3.0,3.0,7.0,62.1,4.04305126783455,2832.0
"(-0.536, 0.538]",3.0,3.0,2.0,63.0,4.0943445622221,2832.0
"(-0.536, 0.538]",2.0,4.0,2.0,62.5,4.04305126783455,2832.0
"(-0.536, 0.538]",3.0,2.0,4.0,62.2,4.060443010546419,2832.0
"(-0.536, 0.538]",1.0,6.0,2.0,64.3,4.143134726391533,2832.0
"(-0.536, 0.538]",4.0,5.0,5.0,62.0,4.060443010546419,2833.0
"(-1.613, -0.536]",4.0,1.0,1.0,61.0,4.07753744390572,2833.0
"(-0.536, 0.538]",4.0,0.0,5.0,59.6,4.110873864173311,2833.0
"(-0.536, 0.538]",2.0,0.0,5.0,61.0,4.04305126783455,2833.0
"(-0.536, 0.538]",2.0,2.0,7.0,61.7,4.007333185232471,2833.0
"(-0.536, 0.538]",2.0,4.0,3.0,62.5,4.04305126783455,2833.0
"(-0.536, 0.538]",2.0,2.0,2.0,60.7,4.04305126783455,2833.0
"(-0.536, 0.538]",2.0,3.0,5.0,62.2,4.02535169073515,2834.0
"(-0.536, 0.538]",2.0,4.0,5.0,62.04157790090238,4.04305126783455,2834.0
"(-1.613, -0.536]",4.0,0.0,6.0,59.9,4.060443010546419,2834.0
"(-1.613, -0.536]",2.0,2.0,6.0,61.4,4.04305126783455,2834.0
"(-0.536, 0.538]",2.0,5.0,5.0,61.8,4.007333185232471,2834.0
"(-0.536, 0.538]",4.0,6.0,2.0,63.4,3.9889840465642745,2834.0
"(-0.536, 0.538]",0.0,3.0,3.0,65.3,4.07753744390572,2834.0
"(-0.536, 0.538]",2.0,1.0,3.0,60.7,4.007333185232471,2834.0
"(-0.536, 0.538]",2.0,2.0,4.0,61.2,4.02535169073515,2835.0
"(-0.536, 0.538]",2.0,2.0,7.0,61.9,4.04305126783455,2835.0
"(-0.536, 0.538]",2.0,1.0,5.0,61.5,3.9889840465642745,2835.0
"(-0.536, 0.538]",2.0,1.0,5.0,62.8,4.04305126783455,2835.0
"(-0.536, 0.538]",2.0,1.0,2.0,61.0,4.04305126783455,2835.0
"(-0.536, 0.538]",3.0,2.0,5.0,59.6,4.07753744390572,2835.0
"(-0.536, 0.538]",4.0,4.0,2.0,60.7,4.02535169073515,2836.0
"(-0.536, 0.538]",1.0,1.0,5.0,62.8,4.0943445622221,2836.0
"(-0.536, 0.538]",3.0,1.0,4.0,62.6,4.07753744390572,2837.0
"(-0.536, 0.538]",2.0,1.0,4.0,61.8,4.02535169073515,2837.0
"(-0.536, 0.538]",2.0,2.0,2.0,59.8,3.970291913552122,2838.0
"(-0.536, 0.538]",4.0,4.0,2.0,60.9,4.007333185232471,2838.0
"(-0.536, 0.538]",0.0,2.0,2.0,64.9,4.060443010546419,2838.0
"(-0.536, 0.538]",3.0,2.0,4.0,58.8,4.0943445622221,2838.0
"(-0.536, 0.538]",3.0,2.0,5.0,62.3,4.060443010546419,2838.0
"(-0.536, 0.538]",3.0,2.0,5.0,61.7,4.060443010546419,2838.0
"(-0.536, 0.538]",3.0,3.0,4.0,62.6,4.007333185232471,2838.0
"(-0.536, 0.538]",3.0,2.0,5.0,59.4,4.110873864173311,2838.0
"(-0.536, 0.538]",4.0,1.0,2.0,63.5,4.07753744390572,2838.0
"(-0.536, 0.538]",3.0,2.0,5.0,60.9,4.110873864173311,2838.0
"(-0.536, 0.538]",3.0,2.0,5.0,59.5,4.060443010546419,2838.0
"(-0.536, 0.538]",3.0,3.0,4.0,63.0,4.0943445622221,2838.0
"(-0.536, 0.538]",4.0,1.0,2.0,60.0,4.04305126783455,2839.0
"(-0.536, 0.538]",2.0,2.0,4.0,61.5,4.04305126783455,2839.0
"(-0.536, 0.538]",2.0,2.0,4.0,61.6,3.9889840465642745,2839.0
"(-0.536, 0.538]",2.0,2.0,4.0,62.1,4.007333185232471,2839.0
"(-0.536, 0.538]",3.0,2.0,4.0,59.1,4.110873864173311,2839.0
"(-0.536, 0.538]",3.0,2.0,4.0,59.0,4.0943445622221,2839.0
"(-0.536, 0.538]",3.0,2.0,4.0,60.5,4.060443010546419,2839.0
"(-0.536, 0.538]",2.0,2.0,4.0,62.4,3.970291913552122,2839.0
"(-0.536, 0.538]",2.0,3.0,5.0,61.8,3.9889840465642745,2839.0
"(-0.536, 0.538]",2.0,1.0,5.0,62.1,3.9889840465642745,2839.0
"(-0.536, 0.538]",2.0,3.0,4.0,61.3,4.04305126783455,2839.0
"(-0.536, 0.538]",3.0,3.0,7.0,60.3,4.060443010546419,2839.0
"(-0.536, 0.538]",3.0,2.0,4.0,59.2,4.060443010546419,2839.0
"(-0.536, 0.538]",3.0,3.0,5.0,59.3,4.127134385045092,2839.0
"(-0.536, 0.538]",3.0,2.0,4.0,62.7,4.07753744390572,2839.0
"(-0.536, 0.538]",4.0,4.0,4.0,61.0,4.0943445622221,2840.0
"(-0.536, 0.538]",4.0,2.0,3.0,59.8,4.02535169073515,2840.0
"(-0.536, 0.538]",2.0,2.0,2.0,61.0,4.02535169073515,2840.0
"(-0.536, 0.538]",3.0,2.0,5.0,59.3,4.02535169073515,2840.0
"(-0.536, 0.538]",2.0,0.0,3.0,61.9,4.02535169073515,2840.0
"(-0.536, 0.538]",3.0,2.0,3.0,61.4,4.07753744390572,2840.0
"(-0.536, 0.538]",3.0,4.0,6.0,59.2,4.0943445622221,2840.0
"(-0.536, 0.538]",3.0,2.0,5.0,60.3,4.07753744390572,2841.0
"(-0.536, 0.538]",4.0,0.0,4.0,63.4,4.007333185232471,2841.0
"(-0.536, 0.538]",4.0,0.0,2.0,63.9,4.04305126783455,2841.0
"(-0.536, 0.538]",2.0,2.0,3.0,61.7,3.970291913552122,2841.0
"(-0.536, 0.538]",2.0,2.0,3.0,62.3,4.02535169073515,2841.0
"(-0.536, 0.538]",4.0,2.0,3.0,59.7,4.04305126783455,2841.0
"(-1.613, -0.536]",2.0,2.0,6.0,61.2,4.02535169073515,2841.0
"(-0.536, 0.538]",3.0,2.0,0.0,58.9,4.0943445622221,2841.0
"(-0.536, 0.538]",0.0,3.0,2.0,62.8383112812802,4.02535169073515,2841.0
"(-0.536, 0.538]",2.0,0.0,2.0,61.4,4.04305126783455,2841.0
"(-0.536, 0.538]",3.0,2.0,5.0,59.9,4.07753744390572,2841.0
"(-0.536, 0.538]",3.0,3.0,4.0,61.4,4.060443010546419,2841.0
"(-0.536, 0.538]",2.0,5.0,4.0,62.6,3.9889840465642745,2842.0
"(-0.536, 0.538]",3.0,2.0,5.0,58.7,4.110873864173311,2842.0
"(-0.536, 0.538]",4.0,1.0,5.0,60.2,4.127134385045092,2843.0
"(-0.536, 0.538]",4.0,1.0,5.0,62.7,4.060443010546419,2843.0
"(-0.536, 0.538]",4.0,1.0,5.0,59.4,4.060443010546419,2843.0
"(-0.536, 0.538]",4.0,2.0,3.0,63.2,4.060443010546419,2843.0
"(-0.536, 0.538]",4.0,0.0,2.0,61.5,4.060443010546419,2843.0
"(-0.536, 0.538]",2.0,3.0,7.0,61.3,4.04305126783455,2843.0
"(-0.536, 0.538]",4.0,2.0,4.0,61.8,4.07753744390572,2843.0
"(-0.536, 0.538]",2.0,1.0,5.0,62.0,4.04305126783455,2843.0
"(-0.536, 0.538]",2.0,2.0,3.0,62.1,4.04305126783455,2843.0
"(-0.536, 0.538]",2.0,3.0,7.0,60.7,4.04305126783455,2843.0
"(-0.536, 0.538]",4.0,1.0,2.0,57.7,4.110873864173311,2844.0
"(-0.536, 0.538]",4.0,1.0,4.0,62.0,4.07753744390572,2844.0
"(-0.536, 0.538]",2.0,5.0,0.0,61.5,4.04305126783455,2844.0
"(-0.536, 0.538]",1.0,5.0,0.0,63.1,4.04305126783455,2844.0
"(-0.536, 0.538]",2.0,4.0,5.0,62.5,4.04305126783455,2844.0
"(-0.536, 0.538]",4.0,1.0,5.0,61.8,4.07753744390572,2845.0
"(-0.536, 0.538]",4.0,1.0,5.0,58.9,4.0943445622221,2845.0
"(-0.536, 0.538]",1.0,4.0,5.0,63.4,4.0943445622221,2845.0
"(-0.536, 0.538]",3.0,4.0,3.0,59.3,4.110873864173311,2845.0
"(-0.536, 0.538]",2.0,0.0,2.0,61.5,4.02535169073515,2846.0
"(-0.536, 0.538]",4.0,2.0,4.0,60.2,4.07753744390572,2846.0
"(-0.536, 0.538]",2.0,4.0,7.0,61.6,4.02535169073515,2846.0
"(-0.536, 0.538]",0.0,4.0,3.0,65.4,4.07753744390572,2846.0
"(-0.536, 0.538]",1.0,4.0,0.0,64.2,4.110873864173311,2846.0
"(-0.536, 0.538]",2.0,1.0,2.0,59.1,4.07753744390572,2846.0
